tanggal,nama.pembeli,nama.barang,kuantum,nominal
2020-07-20,TOKO PANISITAWATI HERMINA PAULA,BERAS,3500.0,36697500.0
2020-07-20,TOKO DEWI AFRITA,BERAS,5000.0,52425000.0
2020-07-20,TOKO ENDANG HARTATI,BERAS,2000.0,20970000.0
2020-07-20,TOKO JESAYA GINTING,BERAS,2500.0,26212500.0
2020-07-20,TOKO BUNAWI,BERAS,760.0,7968600.0
2020-07-20,TOKO SUMARSONO,BERAS,5000.0,52425000.0
2020-07-21,TOKO ARDO,BERAS,1400.0,14035000.0
2020-07-21,TOKO ARDO,GULA,450.0,5310000.0
2020-07-21,TOKO BUNAWI,BERAS,180.0,1887300.0
2020-07-21,TOKO ARI YANTO,BERAS,5000.0,52425000.0
2020-07-21,TOKO ALEXANDER Y.,BERAS,1000.0,10485000.0
2020-07-21,TOKO APRIYANTO,BERAS,2500.0,26212500.0
2020-07-21,TOKO HENDRA. S,BERAS,1000.0,10485000.0
2020-07-21,TOKO DAVIS SUKA,BERAS,1500.0,15727500.0
2020-07-21,TOKO DWIANA MARYATI,BERAS,700.0,7339500.0
2020-07-21,TOKO SUNDARIANTO,BERAS,500.0,5242500.0
2020-07-21,TOKO AMRAN,BERAS,500.0,5242500.0
2020-07-21,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,180.0,2160000.0
2020-07-21,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,72.0,1656000.0
2020-07-28,TOKO BERKAH DUA PUTRA,TEPUNG,200.0,1600000.0
2020-07-28,TOKO ABANG HERIYANSYAH,BERAS,4500.0,47182500.0
2020-07-28,TOKO AGUSTINUS,BERAS,6000.0,62910000.0
2020-08-04,TOKO APO,TEPUNG,700.0,5600000.0
2020-08-11,TOKO BU YULI,BERAS,150.0,1571250.0
2020-08-11,TOKO BU YULI,BERAS,1500.0,15285000.0
2020-08-11,TOKO SIDAK,BERAS,100.0,1047500.0
2020-08-11,TOKO SIDAK,BERAS,1200.0,12228000.0
2020-08-11,TOKO ABIZAR,BERAS,100.0,1047500.0
2020-08-11,TOKO ABIZAR,BERAS,1100.0,11209000.0
2020-08-11,TOKO BUNGUR,BERAS,100.0,1047500.0
2020-08-11,TOKO BUNGUR,BERAS,1020.0,10393800.0
2020-08-11,TOKO BUNGUR,BERAS,1100.0,10809700.0
2020-08-11,TOKO BUNGUR,GULA,250.0,2950000.0
2020-08-11,TOKO FAKHLI HARUDI,BERAS,17000.0,178245000.0
2020-08-11,TOKO IMIN,BERAS,1500.0,15727500.0
2020-08-11,TOKO SRI MASMIDAH,BERAS,9000.0,94365000.0
2020-08-11,TOKO PESSY MIAR,BERAS,12000.0,125820000.0
2020-08-11,TOKO LINA,BERAS,4000.0,41940000.0
2020-08-11,TOKO IIP KUSPOYO,BERAS,2000.0,20970000.0
2020-08-11,TOKO NURFADILAH,BERAS,2470.0,25897950.0
2020-08-11,TOKO ISNANI SITI RAFIAH,BERAS,2000.0,20970000.0
2020-08-11,TOKO ABANG HERIYANSYAH,BERAS,1500.0,15727500.0
2020-08-11,TOKO EKA SAPUTRA JAYA,BERAS,1800.0,18873000.0
2020-08-11,TOKO SUBIANTO,BERAS,1500.0,15727500.0
2020-08-11,TOKO MARDIUS,BERAS,1500.0,15727500.0
2020-08-11,TOKO DAVIS SUKA,BERAS,1500.0,15727500.0
2020-08-11,TOKO SILVIANA,BERAS,2000.0,20970000.0
2020-08-11,TOKO FLORENTINA,BERAS,1000.0,10485000.0
2020-08-11,TOKO FATMAWATI,BERAS,1500.0,15727500.0
2020-08-11,TOKO APRIYANTO,BERAS,2500.0,26212500.0
2020-08-11,TOKO SIMON SUMARDI,BERAS,1300.0,13630500.0
2020-08-11,TOKO ARI YANTO,BERAS,1800.0,18873000.0
2020-08-11,TOKO ALFONSO,BERAS,6000.0,62910000.0
2020-08-11,TOKO ANDREAS INDAH,BERAS,3130.0,32818050.0
2020-08-12,SAHABAT ANDA,BERAS,3.0,69000.0
2020-08-12,SAHABAT ANDA,GULA,200.0,2360000.0
2020-08-12,SAHABAT ANDA,TEPUNG,80.0,666080.0
2020-08-14,TOKO IGNASIUS SUNARNO,BERAS,12000.0,125820000.0
2020-08-14,TOKO KARDI,BERAS,2300.0,24115500.0
2020-08-14,TOKO BUNAWI,BERAS,3000.0,31455000.0
2020-08-14,TOKO YAKOB,BERAS,6000.0,62910000.0
2020-08-14,TOKO DEWI AFRITA,BERAS,5500.0,57667500.0
2020-08-14,TOKO HERU SUSANTO,BERAS,6000.0,62910000.0
2020-08-14,TOKO FEBRIANTI INDAH LESTARI,BERAS,1200.0,12582000.0
2020-08-14,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,185.0,2220000.0
2020-08-14,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,74.0,1702000.0
2020-08-19,TOKO RIZKI SAKYAH,BERAS,350.0,3666250.0
2020-08-19,TOKO RIZKI SAKYAH,BERAS,1000.0,9827000.0
2020-08-19,TOKO RIZKI SAKYAH,GULA,150.0,1770000.0
2020-08-24,TOKO SIDAK,BERAS,65.0,680875.0
2020-08-24,TOKO SIDAK,BERAS,1000.0,10190000.0
2020-08-24,TOKO SIDAK,TEPUNG,20.0,166520.0
2020-08-24,TOKO FEBRIANTI INDAH LESTARI,BERAS,1500.0,15727500.0
2020-08-24,TOKO KIAN KIONG,BERAS,1000.0,10485000.0
2020-08-24,TOKO SARDIYANTO,BERAS,2000.0,20970000.0
2020-08-24,TOKO DWI SUSILO,BERAS,2000.0,20970000.0
2020-08-24,TOKO ENDANG RASMINI,BERAS,1000.0,10485000.0
2020-08-24,TOKO URAI INA KURNIA,BERAS,2500.0,26212500.0
2020-08-26,TOKO DEWI AFRITA,BERAS,4000.0,41940000.0
2020-08-27,TOKO ANDREAS INDAH,BERAS,2570.0,26946450.0
2020-08-27,Warung Nak Zihan,BERAS,1000.0,10355000.0
2020-08-27,Warung Nak Zihan,BERAS,150.0,1474050.0
2020-08-27,Warung Nak Zihan,GULA,50.0,590000.0
2020-08-28,TOKO FEBRIANTI INDAH LESTARI,BERAS,1000.0,10485000.0
2020-08-28,TOKO BUNGUR,BERAS,160.0,1688000.0
2020-08-28,TOKO BUNGUR,BERAS,1150.0,11301050.0
2020-08-28,TOKO BUNGUR,GULA,50.0,590000.0
2020-08-31,TOKO DEWI AFRITA,BERAS,1500.0,15727500.0
2020-08-31,TOKO ABIZAR,BERAS,100.0,1019000.0
2020-08-31,TOKO ARDO,BERAS,310.0,3270500.0
2020-08-31,TOKO ARDO,GULA,150.0,1770000.0
2020-09-07,TOKO MAJU TERUS,GULA,300.0,3540000.0
2020-09-09,TOKO IRVA,BERAS,600.0,6330000.0
2020-09-09,TOKO BOB-i,BERAS,900.0,9122400.0
2020-09-09,TOKO ISNANI SITI RAFIAH,BERAS,2000.0,21590000.0
2020-09-09,TOKO ENDANG HARTATI,BERAS,2000.0,21590000.0
2020-09-09,TOKO URAI INA KURNIA,BERAS,2000.0,21590000.0
2020-09-09,TOKO KHET MEN,BERAS,1000.0,10795000.0
2020-09-10,Warung Nak Zihan,BERAS,750.0,8088750.0
2020-09-10,Warung Nak Zihan,BERAS,150.0,1582500.0
2020-09-14,TOKO BU YULI,BERAS,250.0,2637500.0
2020-09-14,TOKO BU YULI,BERAS,100.0,1013600.0
2020-09-14,TOKO IDAWATI,BERAS,210.0,2266950.0
2020-09-14,TOKO SILVIANA,BERAS,1500.0,16192500.0
2020-09-14,TOKO AGUSTINUS,BERAS,3000.0,32385000.0
2020-09-14,TOKO ASEP SAFRUDIN,BERAS,400.0,4318000.0
2020-09-14,TOKO SUNDARIANTO,BERAS,400.0,4318000.0
2020-09-14,TOKO IMIN,BERAS,4000.0,43180000.0
2020-09-14,TOKO JUANTI,BERAS,1500.0,16192500.0
2020-09-14,TOKO PRAYOGA,BERAS,2000.0,21590000.0
2020-09-14,TOKO YAKOB,BERAS,6000.0,64770000.0
2020-09-14,TOKO DEWI AFRITA,BERAS,5500.0,59372500.0
2020-09-14,TOKO SUKARDI,BERAS,1800.0,19431000.0
2020-09-14,TOKO DIDIK PRIOJADMIKO,BERAS,1500.0,16192500.0
2020-09-14,TOKO SITI CHOMSAH,BERAS,300.0,3238500.0
2020-09-14,TOKO BUNAWI,BERAS,2500.0,26987500.0
2020-09-15,TOKO ARI YANTO,BERAS,1800.0,19431000.0
2020-09-15,TOKO AMRAN,BERAS,250.0,2698750.0
2020-09-15,TOKO NURFADILAH,BERAS,1300.0,14033500.0
2020-09-15,TOKO ENDANG HARTATI,BERAS,2000.0,21590000.0
2020-09-16,TOKO ALEXANDER Y.,BERAS,1500.0,16192500.0
2020-09-16,TOKO HERMANSYAH,BERAS,500.0,5397500.0
2020-09-16,TOKO ENDANG SUSILAWATI,BERAS,12000.0,129540000.0
2020-09-16,TOKO HERMANTO,BERAS,2500.0,26987500.0
2020-09-16,TOKO SARDIYANTO,BERAS,2000.0,21590000.0
2020-09-17,TOKO USAHA,BERAS,950.0,9951250.0
2020-09-17,TOKO USAHA,BERAS,150.0,1474050.0
2020-09-17,TOKO BU YULI,BERAS,2500.0,26375000.0
2020-09-21,TOKO ABIZAR,BERAS,850.0,8352950.0
2020-09-22,TOKO SUKARDI,BERAS,1800.0,18873000.0
2020-09-22,TOKO DWI SUSILO,BERAS,1600.0,16776000.0
2020-09-22,TOKO YENNI SUSILAWATI,BERAS,1500.0,15727500.0
2020-09-22,TOKO SIMON SUMARDI,BERAS,1200.0,12582000.0
2020-09-22,TOKO EKO BUDI WINASIS,BERAS,240.0,2516400.0
2020-09-22,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,190.0,2280000.0
2020-09-22,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,76.0,1748000.0
2020-09-23,TOKO DWIANA MARYATI,BERAS,800.0,8636000.0
2020-09-23,TOKO AHMAD PUTRA,BERAS,250.0,2698750.0
2020-09-23,TOKO APRIYANTO,BERAS,3000.0,32535000.0
2020-09-23,TOKO FATMAWATI,BERAS,1000.0,10845000.0
2020-09-23,TOKO NURDIAH,BERAS,1000.0,10845000.0
2020-09-23,TOKO SIMUS,BERAS,500.0,5422500.0
2020-09-23,TOKO SOFIAN,BERAS,2000.0,21690000.0
2020-09-23,TOKO IIP KUSPOYO,BERAS,170.0,1843650.0
2020-09-28,TOKO FEBRIANTI INDAH LESTARI,BERAS,1500.0,15727500.0
2020-09-28,TOKO PRAYOGA,BERAS,2000.0,20970000.0
2020-09-28,TOKO YULIANA,BERAS,3500.0,36697500.0
2020-09-28,TOKO EKO BUDI WINASIS,BERAS,160.0,1677600.0
2020-09-28,TOKO FLORENTINA,BERAS,500.0,5242500.0
2020-09-28,TOKO RUSMALA,BERAS,500.0,5242500.0
2020-09-28,TOKO AGUSTINUS,BERAS,2000.0,20970000.0
2020-09-28,TOKO QOYIM MASYAHARI,BERAS,500.0,5242500.0
2020-09-28,TOKO AHMAD PUTRA,BERAS,230.0,2411550.0
2020-09-28,TOKO IIP KUSPOYO,BERAS,810.0,8492850.0
2020-09-29,TOKO SUKA SUKA,BERAS,1100.0,11149600.0
2020-09-29,TOKO SUKA SUKA,DAGING,100.0,8816000.0
2020-09-29,TOKO BERKAH DUA PUTRA,BERAS,630.0,6646500.0
2020-09-29,TOKO BERKAH DUA PUTRA,BERAS,500.0,5064000.0
2020-10-05,TOKO HANAFI,BERAS,220.0,2321000.0
2020-10-05,TOKO HANAFI,BERAS,50.0,506400.0
2020-10-05,TOKO HANAFI,DAGING,40.0,3526400.0
2020-10-05,TOKO DIDIK PRIOJADMIKO,BERAS,1500.0,15727500.0
2020-10-05,TOKO URAI INA KURNIA,BERAS,2300.0,24115500.0
2020-10-05,TOKO DEWI AFRITA,BERAS,1500.0,15727500.0
2020-10-05,TOKO ARI YANTO,BERAS,1800.0,18873000.0
2020-10-05,TOKO ALEXANDER Y.,BERAS,1000.0,10485000.0
2020-10-05,TOKO JUANTI,BERAS,800.0,8388000.0
2020-10-05,TOKO APRIYANTO,BERAS,300.0,3145500.0
2020-10-05,TOKO HENDRA. S,BERAS,1000.0,10485000.0
2020-10-07,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,BERAS,270.0,2848500.0
2020-10-07,TOKO ENDANG SUSILAWATI,BERAS,5900.0,61861500.0
2020-10-07,TOKO MIKA ERNAWATI,BERAS,650.0,6815250.0
2020-10-07,TOKO MUHAMMAD RONI,BERAS,400.0,4194000.0
2020-10-07,TOKO EKA SAPUTRA JAYA,BERAS,1000.0,10485000.0
2020-10-07,TOKO ASUN,BERAS,1500.0,15727500.0
2020-10-07,TOKO MOMONG ALPINA,BERAS,500.0,5242500.0
2020-10-12,ANAPSA,BERAS,350.0,3692500.0
2020-10-12,ANAPSA,BERAS,1000.0,10128000.0
2020-10-12,ANAPSA,GULA,50.0,590000.0
2020-10-12,ANAPSA,DAGING,25.0,2204000.0
2020-10-12,TOKO BUNAWI,BERAS,2500.0,26212500.0
2020-10-12,TOKO DWI SUSILO,BERAS,1100.0,11533500.0
2020-10-12,TOKO DEWI AFRITA,BERAS,4000.0,41940000.0
2020-10-12,TOKO IDAWATI,BERAS,210.0,2201850.0
2020-10-12,TOKO AMRAN,BERAS,300.0,3145500.0
2020-10-12,TOKO IMIN,BERAS,2000.0,20970000.0
2020-10-15,TOKO SIMON SUMARDI,BERAS,1300.0,13630500.0
2020-10-15,TOKO NURFADILAH,BERAS,2000.0,20970000.0
2020-10-15,TOKO ASEP SAFRUDIN,BERAS,200.0,2097000.0
2020-10-15,TOKO DEWI AFRITA,BERAS,2000.0,20970000.0
2020-10-15,TOKO ENDANG HARTATI,BERAS,1500.0,15727500.0
2020-10-15,TOKO BERKAH DUA PUTRA,BERAS,280.0,2954000.0
2020-10-15,TOKO BERKAH DUA PUTRA,GULA,50.0,590000.0
2020-10-15,TOKO BERKAH DUA PUTRA,DAGING,25.0,2204000.0
2020-10-15,TOKO BERKAH DUA PUTRA,MIGOR,300.0,3847800.0
2020-10-15,TOKO BERKAH DUA PUTRA,TEPUNG,100.0,832600.0
2020-10-15,TOKO MAJU TERUS,MIGOR,300.0,3847800.0
2020-10-15,TOKO MAJU TERUS,TEPUNG,100.0,832600.0
2020-10-15,TOKO SIDAK,MIGOR,300.0,3847800.0
2020-10-15,TOKO SIDAK,TEPUNG,100.0,832600.0
2020-10-15,SAHABAT ANDA,MIGOR,300.0,3847800.0
2020-10-15,SAHABAT ANDA,TEPUNG,100.0,832600.0
2020-10-16,TOKO NURFADILAH,MIGOR,200.0,2565200.0
2020-10-16,TOKO NURFADILAH,TEPUNG,140.0,1165640.0
2020-10-16,TOKO BUNAWI,MIGOR,400.0,5130400.0
2020-10-16,TOKO BUNAWI,TEPUNG,100.0,832600.0
2020-10-16,TOKO EKO BUDI WINASIS,BERAS,210.0,2201850.0
2020-10-16,TOKO YENNI SUSILAWATI,BERAS,2000.0,20970000.0
2020-10-16,TOKO ENDANG SUSILAWATI,BERAS,3000.0,31455000.0
2020-10-16,TOKO YAKOB,BERAS,2000.0,20970000.0
2020-10-20,TOKO SIMON SUMARDI,DAGING,50.0,4408000.0
2020-10-20,TOKO SIMON SUMARDI,MIGOR,600.0,7695600.0
2020-10-20,TOKO SIMON SUMARDI,TEPUNG,100.0,832600.0
2020-10-20,TOKO ARI YANTO,MIGOR,600.0,7695600.0
2020-10-20,TOKO ARI YANTO,TEPUNG,100.0,832600.0
2020-10-20,TOKO ALEXANDER Y.,BERAS,1500.0,16267500.0
2020-10-20,TOKO YULIANA,BERAS,3510.0,38065950.0
2020-10-20,TOKO HENI LAY,BERAS,500.0,5422500.0
2020-10-20,TOKO SUBIANTO,BERAS,210.0,2277450.0
2020-10-20,TOKO SUNDARIANTO,BERAS,400.0,4338000.0
2020-10-20,TOKO EKO BUDI WINASIS,BERAS,170.0,1843650.0
2020-10-20,TOKO DIDIK PRIOJADMIKO,BERAS,1500.0,16267500.0
2020-10-20,TOKO HERMANTO,BERAS,2990.0,32426550.0
2020-10-22,TOKO MOMONG ALPINA,MIGOR,600.0,7695600.0
2020-10-22,TOKO MOMONG ALPINA,TEPUNG,20.0,166520.0
2020-10-22,TOKO EKA SAPUTRA JAYA,MIGOR,360.0,4617360.0
2020-10-22,TOKO EKA SAPUTRA JAYA,TEPUNG,40.0,333040.0
2020-10-23,TOKO FEBRIANTI INDAH LESTARI,BERAS,1470.0,15868650.0
2020-10-23,TOKO KHET MEN,BERAS,1000.0,10795000.0
2020-10-23,TOKO DWI SUSILO,BERAS,840.0,9067800.0
2020-10-23,TOKO GERRY GUMILANG,BERAS,2000.0,21590000.0
2020-10-23,TOKO DWIANA MARYATI,BERAS,500.0,5397500.0
2020-10-23,TOKO SOFIAN,BERAS,2000.0,21590000.0
2020-10-23,TOKO IIP KUSPOYO,BERAS,1000.0,10795000.0
2020-10-26,TOKO PRAYOGA,BERAS,5000.0,53975000.0
2020-10-26,TOKO IMIN,BERAS,1000.0,10795000.0
2020-10-26,TOKO JUANTI,BERAS,1700.0,18351500.0
2020-10-26,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,185.0,2220000.0
2020-10-26,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,74.0,1702000.0
2020-11-04,TOKO BUNGUR,BERAS,100.0,1076500.0
2020-11-04,TOKO BUNGUR,BERAS,700.0,7339500.0
2020-11-04,TOKO BUNGUR,GULA,150.0,1770000.0
2020-11-04,TOKO BUNGUR,DAGING,80.0,7052800.0
2020-11-04,TOKO BUNGUR,MIGOR,40.0,513040.0
2020-11-06,TOKO BU YULI,BERAS,700.0,7350000.0
2020-11-06,TOKO DWI SUSILO,BERAS,1050.0,11334750.0
2020-11-06,TOKO URAI INA KURNIA,BERAS,2700.0,29146500.0
2020-11-06,TOKO GERRY GUMILANG,BERAS,4000.0,43180000.0
2020-11-09,TOKO IRVA,BERAS,50.0,538250.0
2020-11-09,TOKO IRVA,BERAS,750.0,7863750.0
2020-11-09,TOKO IRVA,GULA,250.0,2950000.0
2020-11-09,TOKO IRVA,DAGING,50.0,4408000.0
2020-11-09,TOKO ARDO,BERAS,700.0,7350000.0
2020-11-09,TOKO ARDO,BERAS,200.0,2024000.0
2020-11-09,TOKO HERI HARYANTO,BERAS,500.0,5397500.0
2020-11-09,TOKO ABANG HERIYANSYAH,BERAS,2000.0,21590000.0
2020-11-09,TOKO APRIYANTO,BERAS,2400.0,25908000.0
2020-11-09,TOKO DEWI AFRITA,BERAS,2000.0,21590000.0
2020-11-11,TOKO ADELA,BERAS,350.0,3669750.0
2020-11-11,TOKO ADELA,BERAS,150.0,1518000.0
2020-11-11,TOKO ENDANG HARTATI,BERAS,2000.0,21590000.0
2020-11-11,TOKO SILVIANA,BERAS,1000.0,10795000.0
2020-11-12,TOKO IDAWATI,BERAS,230.0,2481700.0
2020-11-12,TOKO APRIYANTO,BERAS,1100.0,11869000.0
2020-11-12,TOKO FATMAWATI,BERAS,1000.0,10790000.0
2020-11-12,TOKO IIP KUSPOYO,BERAS,1000.0,10790000.0
2020-11-12,TOKO HENI LAY,BERAS,500.0,5395000.0
2020-11-13,TOKO DEWI AFRITA,BERAS,4000.0,43160000.0
2020-11-13,TOKO AMRAN,BERAS,200.0,2158000.0
2020-11-16,TOKO YENNI SUSILAWATI,BERAS,2000.0,21580000.0
2020-11-16,TOKO YULIANA,BERAS,4000.0,43160000.0
2020-11-16,TOKO YAKOB,BERAS,6000.0,64740000.0
2020-11-16,TOKO HERMANTO,BERAS,4000.0,43160000.0
2020-11-17,TOKO ENDANG SUSILAWATI,BERAS,8000.0,86320000.0
2020-11-17,TOKO ARI YANTO,BERAS,2000.0,21580000.0
2020-11-17,TOKO MIKA ERNAWATI,BERAS,450.0,4855500.0
2020-11-17,TOKO EKO BUDI WINASIS,BERAS,360.0,3884400.0
2020-11-17,TOKO JUANTI,BERAS,1500.0,16185000.0
2020-11-17,TOKO HERMANSYAH,BERAS,300.0,3237000.0
2020-11-17,TOKO NURDIAH,BERAS,300.0,3237000.0
2020-11-17,TOKO ASEP SAFRUDIN,BERAS,400.0,4316000.0
2020-11-17,TOKO SUNDARIANTO,BERAS,600.0,6474000.0
2020-11-17,TOKO NURFADILAH,BERAS,1900.0,20501000.0
2020-11-17,TOKO IMIN,BERAS,1500.0,16185000.0
2020-11-18,TOKO SIMON SUMARDI,BERAS,1300.0,14027000.0
2020-11-18,TOKO ALEXANDER Y.,BERAS,2250.0,24277500.0
2020-11-18,TOKO DWIANA MARYATI,BERAS,250.0,2697500.0
2020-11-18,TOKO KHET MEN,BERAS,500.0,5395000.0
2020-11-18,TOKO SARDIYANTO,BERAS,2000.0,21580000.0
2020-11-20,TOKO FLORENTINA,BERAS,500.0,5395000.0
2020-11-20,TOKO RUSMALA,BERAS,400.0,4316000.0
2020-11-20,TOKO QOYIM MASYAHARI,BERAS,500.0,5395000.0
2020-11-20,TOKO FEBRIANTI INDAH LESTARI,BERAS,670.0,7232650.0
2020-11-20,TOKO DWI SUSILO,BERAS,1150.0,12408500.0
2020-11-23,TOKO FEBRIANTI INDAH LESTARI,BERAS,830.0,8955700.0
2020-11-23,TOKO PRAYOGA,BERAS,5000.0,53950000.0
2020-11-23,TOKO ANDREAS INDAH,BERAS,4030.0,43483700.0
2020-11-23,TOKO HENDRA. S,BERAS,500.0,5395000.0
2020-11-23,TOKO IMIN,BERAS,3500.0,37765000.0
2020-11-24,TOKO YAKOB,BERAS,110.0,1186900.0
2020-11-24,TOKO ENDANG SUSILAWATI,BERAS,4000.0,43160000.0
2020-11-24,TOKO GERRY GUMILANG,BERAS,6000.0,64740000.0
2020-11-24,TOKO APRIYANTO,BERAS,2000.0,21580000.0
2020-11-24,TOKO MUHAMMAD RONI,BERAS,500.0,5395000.0
2020-11-24,TOKO ABANG HERIYANSYAH,BERAS,4000.0,43160000.0
2020-11-24,TOKO AIDI K.,BERAS,12460.0,130643100.0
2020-11-24,TOKO BU YULI,BERAS,175.0,1883875.0
2020-11-24,TOKO BU YULI,BERAS,1140.0,11952900.0
2020-11-24,TOKO BU YULI,BERAS,600.0,6072000.0
2020-11-24,TOKO NURFADILAH,GULA,1512.0,18144000.0
2020-11-24,TOKO NURFADILAH,DAGING,200.0,17232000.0
2020-11-24,TOKO NURFADILAH,MIGOR,60.0,769560.0
2020-11-24,TOKO NURFADILAH,TEPUNG,60.0,499560.0
2020-11-25,TOKO AIDI K.,BERAS,33880.0,359771720.0
2020-11-26,TOKO AIDI K.,BERAS,17390.0,184664410.0
2020-11-27,TOKO ADELA,BERAS,500.0,5309500.0
2020-11-27,TOKO ADELA,BERAS,50.0,506000.0
2020-11-27,TOKO ADELA,GULA,96.0,1152000.0
2020-11-27,TOKO ADELA,DAGING,100.0,8616000.0
2020-11-27,TOKO AIDI K.,BERAS,17390.0,184664410.0
2020-11-27,TOKO ISNANI SITI RAFIAH,BERAS,1500.0,16185000.0
2020-12-01,TOKO AIDI K.,BERAS,23480.0,249334120.0
2020-12-02,TOKO BERKAH DUA PUTRA,GULA,312.0,3744000.0
2020-12-02,TOKO BERKAH DUA PUTRA,DAGING,40.0,3446400.0
2020-12-02,TOKO BERKAH DUA PUTRA,MIGOR,48.0,615648.0
2020-12-02,TOKO BERKAH DUA PUTRA,TEPUNG,140.0,1165640.0
2020-12-02,TOKO AIDI K.,BERAS,18640.0,197938160.0
2020-12-02,TOKO AIDI K.,BERAS,25.0,575000.0
2020-12-02,TOKO ENDANG HARTATI,BERAS,2000.0,21650000.0
2020-12-03,TOKO AMI,GULA,970.0,11640000.0
2020-12-03,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,GULA,950.0,11400000.0
2020-12-03,TOKO AIDI K.,BERAS,520.0,5452200.0
2020-12-03,TOKO URAI INA KURNIA,BERAS,2000.0,21650000.0
2020-12-04,TOKO AIDI K.,BERAS,10820.0,114897580.0
2020-12-07,TOKO DEDES,BERAS,1000.0,10619000.0
2020-12-07,TOKO YUSMAN DABU,GULA,168.0,2016000.0
2020-12-07,TOKO YUSMAN DABU,DAGING,50.0,4308000.0
2020-12-07,TOKO YUSMAN DABU,MIGOR,144.0,1846944.0
2020-12-07,TOKO YUSMAN DABU,TEPUNG,40.0,333040.0
2020-12-10,TOKO SIDAK,BERAS,1000.0,10619000.0
2020-12-10,TOKO SIDAK,GULA,48.0,576000.0
2020-12-10,TOKO SIDAK,DAGING,50.0,4308000.0
2020-12-10,TOKO SIDAK,MIGOR,36.0,461736.0
2020-12-10,TOKO SIDAK,TEPUNG,20.0,166520.0
2020-12-15,TOKO SIMON SUMARDI,BERAS,1400.0,15155000.0
2020-12-15,TOKO ARI YANTO,BERAS,2000.0,21650000.0
2020-12-15,TOKO HERI HARYANTO,BERAS,700.0,7577500.0
2020-12-15,TOKO JUANTI,BERAS,1500.0,16237500.0
2020-12-15,TOKO NURFADILAH,BERAS,1000.0,10825000.0
2020-12-15,TOKO IMIN,BERAS,3500.0,37887500.0
2020-12-15,TOKO SARDIYANTO,BERAS,2000.0,21650000.0
2020-12-15,TOKO DWI SUSILO,BERAS,380.0,4113500.0
2020-12-15,TOKO DEWI AFRITA,BERAS,7000.0,75775000.0
2020-12-15,TOKO BUNAWI,BERAS,1500.0,16237500.0
2020-12-16,TOKO ENDANG HARTATI,BERAS,2000.0,21650000.0
2020-12-16,TOKO IDAWATI,BERAS,230.0,2489750.0
2020-12-16,TOKO ASEP SAFRUDIN,BERAS,400.0,4330000.0
2020-12-16,TOKO AMRAN,BERAS,300.0,3247500.0
2020-12-16,TOKO HENI LAY,BERAS,470.0,5087750.0
2020-12-16,TOKO SUNDARIANTO,BERAS,400.0,4330000.0
2020-12-16,TOKO IIP KUSPOYO,BERAS,1000.0,10825000.0
2020-12-16,TOKO AIDI K.,BERAS,1660.0,17627540.0
2020-12-17,TOKO EKO BUDI WINASIS,BERAS,350.0,3788750.0
2020-12-17,TOKO AGUSTINUS,BERAS,500.0,5412500.0
2020-12-17,TOKO QOYIM MASYAHARI,BERAS,500.0,5412500.0
2020-12-17,TOKO SOFIAN,BERAS,500.0,5412500.0
2020-12-17,TOKO YENNI SUSILAWATI,BERAS,2000.0,21650000.0
2020-12-17,TOKO KHET MEN,BERAS,500.0,5412500.0
2020-12-17,TOKO DEWI AFRITA,BERAS,3040.0,32908000.0
2020-12-17,TOKO ENDANG SUSILAWATI,BERAS,10000.0,108250000.0
2020-12-18,TOKO FEBRIANTI INDAH LESTARI,BERAS,1500.0,16159500.0
2020-12-18,TOKO DIDIK PRIOJADMIKO,BERAS,1800.0,19391400.0
2020-12-18,TOKO DWI SUSILO,BERAS,1620.0,17452260.0
2020-12-18,TOKO DEWI AFRITA,BERAS,1960.0,21115080.0
2020-12-18,TOKO ALEXANDER Y.,BERAS,2250.0,24239250.0
2020-12-18,TOKO MIKA ERNAWATI,BERAS,500.0,5386500.0
2020-12-18,TOKO APRIYANTO,BERAS,500.0,5386500.0
2020-12-18,TOKO JUANTI,BERAS,500.0,5386500.0
2020-12-21,TOKO ANDREAS INDAH,BERAS,4000.0,43092000.0
2020-12-21,TOKO GERRY GUMILANG,BERAS,4000.0,43092000.0
2020-12-21,TOKO YAKOB,BERAS,6000.0,64638000.0
2020-12-21,TOKO HERMANTO,BERAS,3500.0,37705500.0
2020-12-21,TOKO YULIANA,BERAS,3500.0,37705500.0
2020-12-21,TOKO BU YULI,BERAS,100.0,1086000.0
2020-12-21,TOKO BU YULI,BERAS,1000.0,10619000.0
2020-12-21,TOKO BU YULI,BERAS,50.0,510300.0
2020-12-21,TOKO BU YULI,GULA,300.0,3600000.0
